episode,collision_object_1,collision_object_2,collision_count,ground_object_1,ground_object_2,ground_object_3,available_drop_object_1,available_drop_object_2,available_drop_object_3,dropped_object
2395,Dumbbell,Bowl,1,Bowl,Ring,TriangularPrism,Cone,Dumbbell,Pyramid,Dumbbell
2396,None,None,0,Cone,Dumbbell,Pipe,Dumbbell,Pyramid,TriangularPrism,Dumbbell
2397,Bowl,Dumbbell,1,Bowl,Cone,Torus,Bowl,Dumbbell,Pyramid,Dumbbell
2398,None,None,0,Pentagon,Pyramid,Sphere,Cone,Cube,Pipe,Cube
2399,None,None,0,Bowl,Cylinder,Dumbbell,Bowl,Pentagon,TriangularPrism,Bowl
2400,Sphere,Bowl,2,Cylinder,Dumbbell,Sphere,Bowl,Octahedron,TriangularPrism,Bowl
2401,Cone,Torus,1,Cone,Pipe,Torus,Cone,Dumbbell,Pentagon,Cone
2402,None,None,0,Pyramid,Torus,TriangularPrism,Bowl,Cone,Pyramid,Cone
2403,Torus,Pyramid,2,Cylinder,Octahedron,Torus,Bowl,Pyramid,Torus,Pyramid
2404,None,None,0,Cube,Dumbbell,Torus,Cone,Cylinder,Torus,Cone
2405,Pipe,Octahedron,1,Octahedron,Sphere,Torus,Dumbbell,Pentagon,Pipe,Pipe
2406,None,None,0,Cone,Pentagon,Pyramid,Dumbbell,Octahedron,TriangularPrism,Dumbbell
2407,Octahedron,Ring,1,Cube,Octahedron,Ring,Bowl,Cube,Octahedron,Octahedron
2408,None,None,0,Cube,Octahedron,Torus,Octahedron,Pyramid,TriangularPrism,TriangularPrism
2409,None,None,0,Cone,Cube,Cylinder,Pipe,Ring,Torus,Pipe
2410,None,None,0,Cylinder,Pyramid,Sphere,Bowl,Cone,Cylinder,Cone
2411,Pyramid,Cone,1,Cone,Ring,Sphere,Cylinder,Pyramid,Ring,Pyramid
2412,Cube,TriangularPrism,1,Cube,Pyramid,TriangularPrism,Dumbbell,Pentagon,TriangularPrism,TriangularPrism
2413,Dumbbell,Dumbbell,1,Dumbbell,Pipe,Sphere,Dumbbell,Sphere,TriangularPrism,Dumbbell
2414,None,None,0,Pyramid,Torus,TriangularPrism,Octahedron,Pipe,Pyramid,Pyramid
2415,None,None,0,Cylinder,Pyramid,Ring,Cylinder,Octahedron,Sphere,Cylinder
2416,TriangularPrism,Dumbbell,1,Dumbbell,Pentagon,TriangularPrism,Pentagon,Ring,TriangularPrism,TriangularPrism
2417,Cylinder,Ring,1,Cube,Cylinder,Dumbbell,Cube,Octahedron,Ring,Ring
2418,None,None,0,Cube,Octahedron,Pipe,Cone,Dumbbell,Octahedron,Dumbbell
2419,Cone,TriangularPrism,2,Cube,Pipe,TriangularPrism,Cone,Sphere,Torus,Cone
2420,None,None,0,Sphere,Torus,TriangularPrism,Bowl,Cone,Cube,Bowl
2421,None,None,0,Cone,Cube,Octahedron,Octahedron,Pentagon,Torus,Pentagon
2422,None,None,0,Bowl,Cylinder,Sphere,Pipe,Torus,TriangularPrism,TriangularPrism
2423,Pipe,Dumbbell,1,Pentagon,Pipe,Pyramid,Bowl,Cylinder,Dumbbell,Dumbbell
2424,None,None,0,Cone,Cube,Octahedron,Cylinder,Pentagon,Pyramid,Pyramid
2425,None,None,0,Octahedron,Pentagon,Ring,Pentagon,Pipe,Pyramid,Pipe
2426,None,None,0,Pentagon,Ring,Torus,Cylinder,Pentagon,TriangularPrism,TriangularPrism
2427,Ring,Cube,2,Bowl,Ring,Sphere,Bowl,Cube,Octahedron,Cube
2428,None,None,0,Cube,Octahedron,TriangularPrism,Cube,Ring,TriangularPrism,Ring
2429,Torus,Pentagon,1,Bowl,Pentagon,Ring,Cube,Octahedron,Torus,Torus
2430,Sphere,Bowl,1,Bowl,Cylinder,Dumbbell,Cone,Cube,Sphere,Sphere
2431,Cylinder,Pyramid,1,Dumbbell,Pyramid,TriangularPrism,Cube,Cylinder,Ring,Cylinder
2432,None,None,0,Octahedron,Ring,TriangularPrism,Cube,Pentagon,Pipe,Pentagon
2433,None,None,0,Dumbbell,Pentagon,Ring,Bowl,Cone,Pipe,Pipe
2434,None,None,0,Cylinder,Dumbbell,Pyramid,Cone,Cube,Dumbbell,Cone
2435,None,None,0,Bowl,Pipe,Sphere,Octahedron,Pentagon,Pyramid,Octahedron
2436,None,None,0,Cone,Cube,Sphere,Cone,Torus,TriangularPrism,Cone
2437,Cube,Sphere,4,Octahedron,Pipe,Sphere,Cone,Cube,Ring,Cube
2438,None,None,0,Cone,Ring,Sphere,Pentagon,Pyramid,Sphere,Pyramid
2439,Cone,Sphere,2,Cone,Pyramid,Sphere,Cone,Octahedron,TriangularPrism,Cone
2440,Pentagon,Cone,1,Cone,Pentagon,Pipe,Pentagon,Ring,TriangularPrism,Pentagon
2441,None,None,0,Octahedron,Sphere,Torus,Cube,Dumbbell,Pentagon,Cube
2442,None,None,0,Cone,Cylinder,Pipe,Cylinder,Ring,TriangularPrism,TriangularPrism
2443,Dumbbell,Pipe,1,Dumbbell,Pipe,Ring,Octahedron,Pipe,Sphere,Pipe
2444,None,None,0,Pyramid,Sphere,TriangularPrism,Dumbbell,Torus,TriangularPrism,Dumbbell
2445,Octahedron,Cube,3,Bowl,Cube,Octahedron,Dumbbell,Octahedron,Pentagon,Octahedron
2446,Sphere,TriangularPrism,1,Sphere,Torus,TriangularPrism,Cylinder,Ring,Sphere,Sphere
2447,Pipe,Dumbbell,1,Pipe,Sphere,Torus,Bowl,Dumbbell,Pipe,Dumbbell
2448,None,None,0,Bowl,Cylinder,Torus,Cone,Octahedron,Ring,Ring
2449,None,None,0,Cone,Octahedron,Torus,Cube,Dumbbell,Ring,Cube
2450,None,None,0,Cube,Cylinder,TriangularPrism,Dumbbell,Pentagon,Sphere,Sphere
2451,None,None,0,Cube,Cylinder,Dumbbell,Cylinder,Octahedron,TriangularPrism,TriangularPrism
2452,None,None,0,Bowl,Cone,Pipe,Bowl,Cone,Pentagon,Cone
2453,Torus,Ring,2,Cube,Cylinder,Torus,Bowl,Cube,Ring,Ring
2454,None,None,0,Cylinder,Pyramid,Ring,Bowl,Cone,Ring,Bowl
2455,Bowl,Octahedron,2,Cube,Octahedron,Pyramid,Bowl,Cube,Pyramid,Bowl
2456,Bowl,Cone,1,Cone,Dumbbell,TriangularPrism,Bowl,Octahedron,Torus,Bowl
2457,Octahedron,Sphere,1,Octahedron,Pentagon,Pipe,Octahedron,Sphere,Torus,Sphere
2458,None,None,0,Cylinder,Octahedron,TriangularPrism,Cube,Cylinder,Pyramid,Cube
2459,Cube,Octahedron,1,Cylinder,Octahedron,Sphere,Bowl,Cube,Pyramid,Cube
2460,None,None,0,Cone,Cylinder,Pyramid,Cylinder,Octahedron,Torus,Cylinder
2461,Pentagon,Ring,1,Cylinder,Octahedron,Ring,Octahedron,Pentagon,Pipe,Pentagon
2462,Pyramid,Dumbbell,1,Cone,Cylinder,Dumbbell,Pipe,Pyramid,TriangularPrism,Pyramid
2463,Cube,TriangularPrism,1,Cone,Cube,TriangularPrism,Cone,Sphere,TriangularPrism,TriangularPrism
2464,Pyramid,Bowl,1,Bowl,Sphere,Torus,Pentagon,Pyramid,Ring,Pyramid
2465,Bowl,Cone,1,Cone,Sphere,Torus,Bowl,Cylinder,Torus,Bowl
2466,Dumbbell,Pentagon,2,Cube,Dumbbell,Torus,Pentagon,Pyramid,TriangularPrism,Pentagon
2467,Dumbbell,Dumbbell,1,Dumbbell,Pyramid,TriangularPrism,Dumbbell,Sphere,TriangularPrism,Dumbbell
2468,Cone,Pipe,1,Cone,Dumbbell,Pentagon,Bowl,Pipe,TriangularPrism,Pipe
2469,Pyramid,Torus,1,Bowl,Cylinder,Torus,Pentagon,Pyramid,Sphere,Pyramid
2470,Pipe,Pentagon,2,Octahedron,Pipe,Sphere,Cylinder,Pentagon,Ring,Pentagon
2471,None,None,0,Cone,Sphere,TriangularPrism,Cube,Cylinder,Sphere,Cube
2472,Sphere,Cylinder,1,Cube,Sphere,TriangularPrism,Bowl,Cylinder,Torus,Cylinder
2473,Sphere,Pyramid,2,Dumbbell,Sphere,TriangularPrism,Pipe,Pyramid,Sphere,Pyramid
2474,None,None,0,Cube,Dumbbell,TriangularPrism,Cube,Cylinder,Pipe,Cylinder
2475,TriangularPrism,Cone,1,Pyramid,Ring,TriangularPrism,Cone,Dumbbell,Torus,Cone
2476,Torus,Pyramid,1,Cone,Pentagon,Pyramid,Dumbbell,Ring,Torus,Torus
2477,Torus,Cube,1,Bowl,Cone,Cube,Bowl,Dumbbell,Torus,Torus
2478,None,None,0,Pentagon,Torus,TriangularPrism,Dumbbell,Octahedron,Pentagon,Octahedron
2479,Octahedron,Pyramid,2,Bowl,Pipe,Pyramid,Octahedron,Pipe,Sphere,Octahedron
2480,Dumbbell,Cone,2,Cone,Cube,Pipe,Cylinder,Dumbbell,TriangularPrism,Dumbbell
2481,None,None,0,Pentagon,Pipe,TriangularPrism,Cylinder,Octahedron,Ring,Octahedron
2482,Pentagon,Cube,1,Dumbbell,Pentagon,Pipe,Cone,Cube,Ring,Cube
2483,Ring,Cone,1,Pipe,Pyramid,Ring,Cone,Pipe,Torus,Cone
2484,Pipe,Cube,3,Octahedron,Pipe,Ring,Cube,Dumbbell,Torus,Cube
2485,Octahedron,Dumbbell,2,Dumbbell,Pyramid,TriangularPrism,Octahedron,Pipe,Sphere,Octahedron
2486,Pyramid,Octahedron,1,Cube,Dumbbell,Octahedron,Dumbbell,Octahedron,Pyramid,Pyramid
2487,None,None,0,Pipe,Sphere,TriangularPrism,Cone,Dumbbell,TriangularPrism,Cone
2488,Ring,TriangularPrism,2,Cube,Dumbbell,Ring,Cone,Ring,TriangularPrism,TriangularPrism
2489,None,None,0,Cube,Pyramid,TriangularPrism,Cylinder,Dumbbell,Pentagon,Cylinder
2490,Pentagon,TriangularPrism,1,Bowl,Cylinder,Pentagon,Bowl,Cone,TriangularPrism,TriangularPrism
2491,None,None,0,Pentagon,Sphere,Torus,Cylinder,Octahedron,Ring,Cylinder
2492,Cylinder,Pyramid,1,Bowl,Cylinder,Pipe,Pentagon,Pyramid,Torus,Pyramid
2493,Cube,Dumbbell,1,Bowl,Cube,Sphere,Cylinder,Dumbbell,Pipe,Dumbbell
2494,None,None,0,Cone,Cube,Torus,Bowl,Pyramid,Ring,Bowl
2495,None,None,0,Cone,Pipe,Pyramid,Octahedron,Pyramid,TriangularPrism,Octahedron
2496,Cylinder,Pyramid,2,Cylinder,Pipe,Pyramid,Bowl,Cylinder,Torus,Cylinder
2497,None,None,0,Pentagon,Pyramid,Torus,Pyramid,Sphere,TriangularPrism,Pyramid
2498,None,None,0,Pentagon,Pipe,Torus,Bowl,Octahedron,Pentagon,Pentagon
2499,TriangularPrism,Dumbbell,2,Dumbbell,Pentagon,Pipe,Cylinder,Torus,TriangularPrism,TriangularPrism
2500,Dumbbell,Cylinder,1,Cylinder,Pentagon,Pipe,Cone,Dumbbell,Octahedron,Dumbbell
2501,None,None,0,Cone,Dumbbell,Sphere,Cylinder,Pipe,Pyramid,Cylinder
2502,Cube,Dumbbell,1,Cube,Dumbbell,Pentagon,Dumbbell,Pyramid,Sphere,Dumbbell
2503,Bowl,Pyramid,1,Bowl,Dumbbell,Octahedron,Cone,Pipe,Pyramid,Pyramid
2504,Octahedron,Sphere,1,Cylinder,Pentagon,Sphere,Octahedron,Ring,Torus,Octahedron
2505,Pyramid,Pipe,1,Cone,Pipe,Pyramid,Octahedron,Pentagon,Pipe,Pipe
2506,Octahedron,TriangularPrism,1,Pentagon,Pyramid,TriangularPrism,Cone,Octahedron,TriangularPrism,Octahedron
2507,None,None,0,Bowl,Octahedron,Pentagon,Pentagon,Pipe,TriangularPrism,TriangularPrism
2508,Octahedron,Cube,1,Octahedron,Torus,TriangularPrism,Cube,Pentagon,Pipe,Cube
2509,None,None,0,Cylinder,Dumbbell,Pipe,Cone,Dumbbell,Pipe,Pipe
2510,Cylinder,Pipe,1,Pipe,Ring,Sphere,Cone,Cylinder,Torus,Cylinder
2511,None,None,0,Cube,Cylinder,Ring,Cylinder,Ring,TriangularPrism,Cylinder
2512,Dumbbell,Torus,2,Bowl,Dumbbell,Ring,Cone,Ring,Torus,Torus
2513,Bowl,Pentagon,1,Bowl,Cone,Pentagon,Dumbbell,Pentagon,Ring,Pentagon
2514,None,None,0,Dumbbell,Sphere,Torus,Cube,Octahedron,Torus,Octahedron
2515,Ring,Octahedron,1,Octahedron,Ring,TriangularPrism,Cone,Cube,Ring,Ring
2516,Ring,Cylinder,1,Cube,Ring,Sphere,Cylinder,Octahedron,Sphere,Cylinder
2517,Cube,Pentagon,1,Cube,Pentagon,Pipe,Cone,Dumbbell,Pentagon,Pentagon
2518,None,None,0,Dumbbell,Octahedron,Pyramid,Dumbbell,Pentagon,Sphere,Sphere
2519,Bowl,Pyramid,2,Cube,Pyramid,Sphere,Bowl,Dumbbell,Pyramid,Bowl
2520,None,None,0,Pentagon,Pyramid,Ring,Bowl,Cone,Torus,Bowl
2521,Cone,Pyramid,1,Cone,Pyramid,Sphere,Cone,Pipe,Sphere,Cone
2522,Bowl,Torus,2,Bowl,Octahedron,Torus,Pipe,Pyramid,Torus,Torus
2523,Sphere,Pentagon,2,Cone,Cylinder,Sphere,Bowl,Cube,Pentagon,Pentagon
2524,Octahedron,Bowl,1,Bowl,Dumbbell,Sphere,Octahedron,Pentagon,TriangularPrism,Octahedron
2525,Ring,Pipe,1,Cone,Cylinder,Ring,Octahedron,Pentagon,Pipe,Pipe
2526,Ring,Torus,1,Cylinder,Ring,TriangularPrism,Cylinder,Pipe,Torus,Torus
2527,Pipe,Torus,1,Pentagon,Pipe,Torus,Cylinder,Pipe,Ring,Pipe
2528,Cube,Cylinder,1,Cube,Dumbbell,Octahedron,Bowl,Cylinder,Octahedron,Cylinder
2529,None,None,0,Cube,Pipe,Ring,Cube,Pyramid,Sphere,Pyramid
2530,None,None,0,Pyramid,Ring,TriangularPrism,Pentagon,Sphere,TriangularPrism,Pentagon
2531,Bowl,Pentagon,1,Pentagon,Pipe,Ring,Bowl,Cone,Pentagon,Bowl
2532,Cube,Bowl,1,Bowl,Cube,Dumbbell,Bowl,Cone,Cube,Bowl
2533,None,None,0,Cylinder,Dumbbell,Torus,Cone,Pipe,Sphere,Cone
2534,None,None,0,Cone,Cylinder,Ring,Pipe,Pyramid,Sphere,Pyramid
2535,Ring,Cube,1,Cube,Octahedron,Pentagon,Cylinder,Octahedron,Ring,Ring
2536,Cone,Pentagon,1,Bowl,Cone,Torus,Dumbbell,Pentagon,Sphere,Pentagon
2537,None,None,0,Bowl,Cylinder,Ring,Cube,Cylinder,Pentagon,Cube
2538,Cube,Ring,1,Cube,Torus,TriangularPrism,Cylinder,Ring,TriangularPrism,Ring
2539,Pyramid,Pyramid,1,Cube,Dumbbell,Pyramid,Cylinder,Pipe,Pyramid,Pyramid
2540,Cube,Pipe,1,Cone,Cube,Pyramid,Octahedron,Pipe,TriangularPrism,Pipe
2541,Octahedron,Ring,2,Bowl,Ring,Torus,Cone,Dumbbell,Octahedron,Octahedron
2542,None,None,0,Cube,Cylinder,Ring,Dumbbell,Pentagon,TriangularPrism,TriangularPrism
2543,Cube,Octahedron,1,Cube,Dumbbell,Pipe,Cone,Octahedron,Torus,Octahedron
2544,None,None,0,Bowl,Cube,Dumbbell,Cone,Octahedron,Sphere,Octahedron
2545,Pyramid,Torus,1,Cylinder,Octahedron,Pyramid,Cone,Pyramid,Torus,Torus
2546,None,None,0,Bowl,Cone,Pyramid,Bowl,Cone,Pyramid,Cone
2547,None,None,0,Pentagon,Sphere,Torus,Cube,Dumbbell,TriangularPrism,Dumbbell
2548,Cylinder,Cone,1,Cylinder,Octahedron,Sphere,Cone,Octahedron,Sphere,Cone
2549,None,None,0,Bowl,Octahedron,Pipe,Cone,Cube,Dumbbell,Cube
2550,Sphere,Bowl,1,Bowl,Cylinder,Ring,Octahedron,Pipe,Sphere,Sphere
2551,TriangularPrism,TriangularPrism,1,Dumbbell,Pipe,TriangularPrism,Bowl,Dumbbell,TriangularPrism,TriangularPrism
2552,Bowl,Pipe,1,Bowl,Ring,Torus,Dumbbell,Pipe,Ring,Pipe
2553,Pipe,Ring,1,Cone,Octahedron,Pipe,Cylinder,Pentagon,Ring,Ring
2554,None,None,0,Pipe,Pyramid,Ring,Cylinder,Octahedron,Pentagon,Octahedron
2555,None,None,0,Cylinder,Dumbbell,Pyramid,Pipe,Pyramid,Torus,Pipe
2556,Pyramid,Ring,1,Octahedron,Pyramid,Torus,Dumbbell,Octahedron,Ring,Ring
2557,Octahedron,Ring,1,Cylinder,Octahedron,Torus,Octahedron,Ring,Sphere,Ring
2558,Bowl,Sphere,1,Bowl,Cylinder,Octahedron,Cube,Dumbbell,Sphere,Sphere
2559,None,None,0,Cone,Sphere,TriangularPrism,Pentagon,Pipe,TriangularPrism,Pentagon
2560,Pentagon,Pentagon,1,Pentagon,Pipe,Torus,Bowl,Pentagon,Pyramid,Pentagon
2561,None,None,0,Dumbbell,Pentagon,Torus,Pentagon,Pipe,Ring,Pentagon
2562,None,None,0,Bowl,Pentagon,Sphere,Cone,Octahedron,Ring,Octahedron
2563,Sphere,TriangularPrism,2,Cube,Pentagon,Sphere,Bowl,Pipe,TriangularPrism,TriangularPrism
2564,Ring,Bowl,2,Bowl,Cube,Pyramid,Dumbbell,Octahedron,Ring,Ring
2565,Pipe,Pipe,2,Cube,Pipe,Sphere,Cone,Cube,Pipe,Pipe
2566,None,None,0,Bowl,Pyramid,TriangularPrism,Cylinder,Dumbbell,Pentagon,Cylinder
2567,TriangularPrism,TriangularPrism,3,Cube,Sphere,TriangularPrism,Pipe,Sphere,TriangularPrism,TriangularPrism
2568,None,None,0,Dumbbell,Ring,Sphere,Cone,Pipe,Torus,Cone
2569,None,None,0,Cone,Octahedron,TriangularPrism,Cylinder,Pipe,Torus,Cylinder
2570,TriangularPrism,Cube,1,Cube,Cylinder,TriangularPrism,Cube,Pentagon,Ring,Cube
2571,None,None,0,Cylinder,Dumbbell,Pyramid,Pentagon,Pipe,Torus,Pipe
2572,None,None,0,Cube,Octahedron,Pyramid,Pentagon,Pyramid,Sphere,Pyramid
2573,Pentagon,Pyramid,2,Cylinder,Pentagon,Sphere,Cylinder,Pipe,Pyramid,Pyramid
2574,TriangularPrism,Torus,1,Cone,Pentagon,Torus,Pentagon,Torus,TriangularPrism,TriangularPrism
2575,Torus,Sphere,2,Pentagon,Sphere,Torus,Pentagon,Ring,Torus,Torus
2576,Cube,Pipe,1,Bowl,Cube,Pipe,Pipe,Pyramid,Torus,Pipe
2577,Bowl,Sphere,2,Bowl,Pipe,Torus,Cone,Octahedron,Sphere,Sphere
2578,Octahedron,Pipe,1,Bowl,Dumbbell,Octahedron,Dumbbell,Pipe,Pyramid,Pipe
2579,None,None,0,Cube,Pyramid,TriangularPrism,Cube,Cylinder,TriangularPrism,Cube
2580,Ring,Pyramid,2,Bowl,Pipe,Ring,Octahedron,Pyramid,Torus,Pyramid
2581,None,None,0,Cube,Dumbbell,Pentagon,Cone,Cylinder,Pipe,Cylinder
2582,Cone,Dumbbell,1,Cone,Pipe,Sphere,Cube,Dumbbell,Octahedron,Dumbbell
2583,None,None,0,Bowl,Ring,Sphere,Cube,Pipe,Pyramid,Cube
2584,None,None,0,Cylinder,Octahedron,Pipe,Pentagon,Pipe,Pyramid,Pentagon
2585,Sphere,Sphere,2,Cube,Ring,Sphere,Cylinder,Sphere,Torus,Sphere
2586,Pentagon,TriangularPrism,1,Cylinder,Pipe,TriangularPrism,Dumbbell,Pentagon,TriangularPrism,Pentagon
2587,Ring,TriangularPrism,1,Cube,Sphere,TriangularPrism,Cone,Ring,Sphere,Ring
2588,Sphere,Ring,1,Bowl,Cube,Sphere,Bowl,Pentagon,Ring,Ring
2589,Ring,Bowl,1,Bowl,Ring,Torus,Pentagon,Ring,Sphere,Ring
2590,Torus,Pipe,3,Ring,Torus,TriangularPrism,Cylinder,Pipe,Pyramid,Pipe
2591,Cylinder,Bowl,1,Bowl,Cylinder,Pipe,Cone,Cylinder,Octahedron,Cylinder
2592,None,None,0,Pipe,Pyramid,Sphere,Cylinder,Pipe,Torus,Cylinder
2593,Octahedron,Ring,1,Bowl,Octahedron,Sphere,Cylinder,Ring,Sphere,Ring
2594,None,None,0,Bowl,Cone,Torus,Cone,Cylinder,Pipe,Cylinder
2595,Pentagon,Bowl,1,Bowl,Dumbbell,Ring,Cone,Cube,Pentagon,Pentagon
2596,None,None,0,Cone,Dumbbell,Octahedron,Bowl,Cone,Octahedron,Bowl
2597,Octahedron,Pyramid,2,Dumbbell,Octahedron,TriangularPrism,Dumbbell,Pyramid,Ring,Pyramid
2598,None,None,0,Bowl,Cone,Sphere,Cube,Pyramid,Sphere,Sphere
2599,Pyramid,Pipe,1,Cone,Pipe,Ring,Pipe,Pyramid,Torus,Pyramid
2600,None,None,0,Cylinder,Octahedron,Pipe,Cone,Sphere,TriangularPrism,Cone
2601,None,None,0,Cone,Sphere,Torus,Cone,Cylinder,Torus,Cylinder
2602,None,None,0,Dumbbell,Sphere,Torus,Pyramid,Sphere,Torus,Sphere
2603,None,None,0,Cone,Cylinder,Pentagon,Cone,Sphere,TriangularPrism,Cone
2604,None,None,0,Cube,Pyramid,TriangularPrism,Cone,Cylinder,Pipe,Pipe
2605,Bowl,Bowl,1,Bowl,Pentagon,Pyramid,Bowl,Cylinder,Sphere,Bowl
2606,None,None,0,Dumbbell,Octahedron,Pipe,Cone,Octahedron,Pipe,Cone
2607,None,None,0,Bowl,Pentagon,Ring,Cube,Pentagon,Pyramid,Pentagon
2608,None,None,0,Bowl,Torus,TriangularPrism,Pentagon,Pipe,TriangularPrism,TriangularPrism
2609,None,None,0,Cylinder,Pyramid,Torus,Dumbbell,Octahedron,Pyramid,Dumbbell
2610,Torus,Bowl,2,Bowl,Octahedron,Torus,Bowl,Ring,TriangularPrism,Bowl
2611,Cone,Dumbbell,1,Cylinder,Dumbbell,Torus,Cone,Pentagon,Pipe,Cone
2612,None,None,0,Cylinder,Octahedron,Sphere,Cube,Dumbbell,Octahedron,Cube
2613,None,None,0,Cube,Pentagon,Ring,Cone,Sphere,Torus,Sphere
2614,Pipe,Bowl,2,Cylinder,Pipe,Sphere,Bowl,Sphere,Torus,Bowl
2615,Torus,Pipe,1,Cylinder,Sphere,Torus,Dumbbell,Octahedron,Pipe,Pipe
2616,None,None,0,Cone,Cube,Pyramid,Bowl,Cylinder,Torus,Cylinder
2617,None,None,0,Dumbbell,Octahedron,TriangularPrism,Bowl,Dumbbell,Torus,Dumbbell
2618,Torus,Pipe,2,Pyramid,Sphere,Torus,Bowl,Cone,Pipe,Pipe
2619,Bowl,Bowl,2,Bowl,Cylinder,TriangularPrism,Bowl,Octahedron,TriangularPrism,Bowl
2620,None,None,0,Bowl,Octahedron,TriangularPrism,Cone,Pentagon,TriangularPrism,Cone
2621,None,None,0,Cone,Cylinder,Sphere,Dumbbell,Octahedron,Ring,Dumbbell
2622,None,None,0,Octahedron,Ring,TriangularPrism,Dumbbell,Octahedron,Torus,Torus
2623,Pentagon,Octahedron,1,Cylinder,Octahedron,Pentagon,Octahedron,Pentagon,Sphere,Octahedron
2624,None,None,0,Bowl,Cube,Pyramid,Dumbbell,Octahedron,Pipe,Octahedron
2625,Torus,Pipe,2,Cone,Pyramid,Torus,Cube,Dumbbell,Pipe,Pipe
2626,Cone,Cone,2,Cone,Octahedron,Pyramid,Cone,Octahedron,Sphere,Cone
2627,Ring,TriangularPrism,2,Cone,Cylinder,TriangularPrism,Cylinder,Ring,Torus,Ring
2628,None,None,0,Cone,Pyramid,TriangularPrism,Cylinder,Dumbbell,TriangularPrism,Cylinder
2629,None,None,0,Cylinder,Dumbbell,Octahedron,Cylinder,Dumbbell,Sphere,Sphere
2630,Cube,Octahedron,1,Cone,Cube,Octahedron,Bowl,Octahedron,Torus,Octahedron
2631,Cone,Pipe,2,Dumbbell,Octahedron,Pipe,Cone,Octahedron,Pipe,Cone
2632,None,None,0,Pentagon,Torus,TriangularPrism,Cone,Pentagon,Ring,Ring
2633,Pyramid,Dumbbell,2,Pentagon,Pipe,Pyramid,Cylinder,Dumbbell,Pyramid,Dumbbell
2634,Sphere,Cylinder,1,Octahedron,Sphere,TriangularPrism,Cylinder,Pipe,TriangularPrism,Cylinder
2635,Octahedron,Pyramid,1,Cylinder,Pyramid,Torus,Cone,Octahedron,Pentagon,Octahedron
2636,None,None,0,Pyramid,Sphere,Torus,Octahedron,Pentagon,Pipe,Pentagon
2637,Bowl,Cone,3,Bowl,Dumbbell,Ring,Bowl,Cone,TriangularPrism,Cone
2638,Cube,Pentagon,1,Cube,Dumbbell,Pipe,Cylinder,Pentagon,Torus,Pentagon
2639,Pyramid,Ring,2,Ring,Torus,TriangularPrism,Cone,Cylinder,Pyramid,Pyramid
2640,None,None,0,Octahedron,Pyramid,Sphere,Cube,Cylinder,Pipe,Cube
2641,Cone,Torus,1,Cylinder,Pentagon,Torus,Cone,Pipe,Sphere,Cone
2642,Cone,Cube,1,Cone,Pipe,TriangularPrism,Cube,Sphere,Torus,Cube
2643,Cylinder,Cone,1,Cylinder,Pentagon,Torus,Cone,Pentagon,Ring,Cone
2644,None,None,0,Cube,Pipe,Sphere,Cylinder,Octahedron,Sphere,Sphere
2645,TriangularPrism,Pentagon,1,Pentagon,Ring,Sphere,Bowl,Ring,TriangularPrism,TriangularPrism
2646,None,None,0,Cube,Cylinder,Torus,Cube,Cylinder,Ring,Cylinder
2647,None,None,0,Cone,Cylinder,Pyramid,Bowl,Dumbbell,Pyramid,Dumbbell
2648,Torus,Dumbbell,1,Cylinder,Torus,TriangularPrism,Dumbbell,Pentagon,Sphere,Dumbbell
2649,Pyramid,Pipe,2,Bowl,Cone,Pipe,Pyramid,Ring,TriangularPrism,Pyramid
2650,Ring,Pentagon,2,Dumbbell,Pentagon,Ring,Cylinder,Pentagon,Pyramid,Pentagon
2651,None,None,0,Cone,Cube,Cylinder,Bowl,Cube,Pyramid,Pyramid
2652,None,None,0,Pentagon,Ring,Torus,Cube,Pyramid,Ring,Cube
2653,Sphere,Cube,2,Cone,Ring,Sphere,Bowl,Cube,Pentagon,Cube
2654,Sphere,Cone,1,Pentagon,Sphere,Torus,Cone,Dumbbell,Octahedron,Cone
2655,Cone,Cone,2,Cone,Pipe,Torus,Cone,Cube,Sphere,Cone
2656,None,None,0,Cylinder,Pyramid,Torus,Pipe,Pyramid,Sphere,Sphere
2657,None,None,0,Dumbbell,Sphere,Torus,Cone,Ring,Torus,Cone
2658,None,None,0,Octahedron,Pipe,Sphere,Cone,Pipe,Ring,Pipe
2659,Bowl,Pyramid,1,Octahedron,Pyramid,TriangularPrism,Bowl,Ring,Sphere,Bowl
2660,None,None,0,Cylinder,Pipe,Ring,Pentagon,Pipe,Ring,Pipe
2661,None,None,0,Pipe,Pyramid,Torus,Octahedron,Pipe,TriangularPrism,TriangularPrism
2662,Pyramid,Ring,2,Pyramid,Ring,TriangularPrism,Cylinder,Pyramid,Ring,Ring
2663,Bowl,Torus,1,Bowl,Octahedron,Pipe,Cylinder,Pipe,Torus,Torus
2664,Ring,Dumbbell,2,Bowl,Cone,Dumbbell,Dumbbell,Pipe,Ring,Ring
2665,None,None,0,Dumbbell,Pyramid,Sphere,Bowl,Cube,Pyramid,Bowl
2666,Pipe,Sphere,2,Cube,Pipe,Torus,Cube,Pentagon,Sphere,Sphere
2667,Pipe,Torus,2,Cone,Cube,Torus,Octahedron,Pentagon,Pipe,Pipe
2668,None,None,0,Cube,Octahedron,Pentagon,Cone,Cube,TriangularPrism,Cone
2669,Pentagon,TriangularPrism,1,Pentagon,Ring,TriangularPrism,Bowl,Cone,Pentagon,Pentagon
