episode,collision_object_1,collision_object_2,collision_count,ground_object_1,ground_object_2,ground_object_3,available_drop_object_1,available_drop_object_2,available_drop_object_3,dropped_object
2120,None,None,0,Bowl,Cone,Cube,Octahedron,Pentagon,Torus,Pentagon
2121,None,None,0,Bowl,Cone,TriangularPrism,Cube,Pentagon,Ring,Pentagon
2122,Octahedron,Torus,3,Octahedron,Pyramid,Torus,Bowl,Cylinder,Octahedron,Octahedron
2123,Bowl,Cone,1,Bowl,Pipe,Sphere,Cone,Dumbbell,Torus,Cone
2124,None,None,0,Cube,Pipe,Pyramid,Cube,Cylinder,TriangularPrism,Cylinder
2125,Octahedron,Dumbbell,2,Cone,Dumbbell,Torus,Octahedron,Pentagon,Sphere,Octahedron
2126,None,None,0,Cone,Pentagon,Pipe,Cube,Octahedron,Ring,Cube
2127,None,None,0,Cylinder,Octahedron,Sphere,Cube,Pyramid,Torus,Pyramid
2128,Pyramid,Cylinder,1,Dumbbell,Pipe,Pyramid,Cube,Cylinder,Dumbbell,Cylinder
2129,TriangularPrism,Sphere,1,Cone,Sphere,TriangularPrism,Octahedron,Sphere,TriangularPrism,TriangularPrism
2130,Pipe,Torus,1,Cube,Pipe,Ring,Dumbbell,Torus,TriangularPrism,Torus
2131,Octahedron,Pipe,1,Octahedron,Pipe,Ring,Octahedron,Pentagon,TriangularPrism,Octahedron
2132,Cylinder,Cube,2,Cylinder,Dumbbell,Ring,Cube,Cylinder,Dumbbell,Cube
2133,None,None,0,Cone,Cube,Ring,Bowl,Cone,Dumbbell,Bowl
2134,None,None,0,Cube,Pipe,TriangularPrism,Dumbbell,Sphere,TriangularPrism,Dumbbell
2135,None,None,0,Cone,Pyramid,TriangularPrism,Cylinder,Dumbbell,Torus,Dumbbell
2136,None,None,0,Cone,Cube,Pentagon,Cube,Pipe,TriangularPrism,Cube
2137,Cube,Cone,1,Cube,Cylinder,Pentagon,Cone,Cube,Ring,Cone
2138,Sphere,Pipe,2,Pyramid,Sphere,TriangularPrism,Octahedron,Pipe,Pyramid,Pipe
2139,Pentagon,Octahedron,1,Octahedron,Sphere,TriangularPrism,Pentagon,Sphere,Torus,Pentagon
2140,None,None,0,Octahedron,Sphere,TriangularPrism,Cube,Cylinder,Torus,Torus
2141,None,None,0,Dumbbell,Pentagon,TriangularPrism,Cone,Torus,TriangularPrism,TriangularPrism
2142,Cone,Cone,1,Cone,Dumbbell,Torus,Cone,Cylinder,Pyramid,Cone
2143,None,None,0,Cylinder,Octahedron,Pyramid,Pipe,Ring,TriangularPrism,Pipe
2144,None,None,0,Octahedron,Ring,TriangularPrism,Cone,Cylinder,Torus,Cone
2145,Cone,Cube,1,Cube,Torus,TriangularPrism,Cone,Sphere,TriangularPrism,Cone
2146,Ring,Pentagon,2,Dumbbell,Ring,Sphere,Octahedron,Pentagon,Pipe,Pentagon
2147,None,None,0,Cube,Dumbbell,Ring,Pentagon,Pyramid,Ring,Pentagon
2148,Cube,TriangularPrism,1,Cone,Cube,TriangularPrism,Bowl,Torus,TriangularPrism,TriangularPrism
2149,Pentagon,Torus,3,Cylinder,Dumbbell,Torus,Cone,Pentagon,Ring,Pentagon
2150,None,None,0,Cylinder,Pipe,Pyramid,Pentagon,Pipe,Pyramid,Pentagon
2151,None,None,0,Cube,Octahedron,Torus,Cube,Pipe,Pyramid,Cube
2152,Pentagon,Ring,1,Dumbbell,Pentagon,TriangularPrism,Cylinder,Pyramid,Ring,Ring
2153,Pipe,Torus,1,Pipe,Pyramid,Ring,Pentagon,Pyramid,Torus,Torus
2154,None,None,0,Bowl,Pyramid,Sphere,Cube,Pentagon,Ring,Pentagon
2155,Ring,Torus,1,Dumbbell,Torus,TriangularPrism,Bowl,Pentagon,Ring,Ring
2156,Pyramid,Dumbbell,2,Cube,Pyramid,Sphere,Dumbbell,Pentagon,Sphere,Dumbbell
2157,None,None,0,Cone,Cylinder,Octahedron,Cylinder,Pentagon,Ring,Ring
2158,Cone,TriangularPrism,1,Cone,Cube,Pentagon,Cube,Sphere,TriangularPrism,TriangularPrism
2159,None,None,0,Dumbbell,Octahedron,TriangularPrism,Cone,Ring,TriangularPrism,Ring
2160,None,None,0,Cylinder,Pentagon,TriangularPrism,Cylinder,Octahedron,Pyramid,Pyramid
2161,None,None,0,Cylinder,Octahedron,Pentagon,Bowl,Ring,Sphere,Ring
2162,None,None,0,Bowl,Pipe,Ring,Ring,Sphere,TriangularPrism,Sphere
2163,None,None,0,Pentagon,Pipe,Ring,Dumbbell,Ring,Sphere,Dumbbell
2164,Dumbbell,Bowl,1,Cube,Dumbbell,Octahedron,Bowl,Pipe,Ring,Bowl
2165,Cone,Cube,1,Cube,Dumbbell,Pentagon,Cone,Pentagon,Pipe,Cone
2166,Pentagon,Pipe,1,Cone,Dumbbell,Pipe,Cone,Dumbbell,Pentagon,Pentagon
2167,Pyramid,Torus,1,Bowl,Pyramid,Sphere,Dumbbell,Torus,TriangularPrism,Torus
2168,Pyramid,Cone,2,Bowl,Dumbbell,Pyramid,Bowl,Cone,TriangularPrism,Cone
2169,Pipe,Cube,1,Cube,Cylinder,Octahedron,Octahedron,Pipe,Ring,Pipe
2170,None,None,0,Bowl,Pentagon,Ring,Pentagon,Pipe,Ring,Pentagon
2171,None,None,0,Pipe,Pyramid,Sphere,Bowl,Octahedron,Sphere,Octahedron
2172,Cone,Torus,3,Bowl,Ring,Torus,Cone,Dumbbell,Octahedron,Cone
2173,None,None,0,Cone,Dumbbell,Pyramid,Cylinder,Pyramid,Torus,Cylinder
2174,None,None,0,Bowl,Cube,Octahedron,Octahedron,Torus,TriangularPrism,TriangularPrism
2175,Pyramid,Torus,1,Cone,Cube,Pyramid,Octahedron,Ring,Torus,Torus
2176,Cylinder,Bowl,1,Bowl,Cylinder,Sphere,Cube,Cylinder,Dumbbell,Cylinder
2177,None,None,0,Octahedron,Ring,Sphere,Bowl,Cylinder,Ring,Bowl
2178,Torus,Octahedron,2,Octahedron,Sphere,Torus,Dumbbell,Octahedron,TriangularPrism,Octahedron
2179,Pyramid,TriangularPrism,1,Bowl,Cube,TriangularPrism,Bowl,Pyramid,TriangularPrism,Pyramid
2180,Pyramid,Cube,2,Cone,Cube,Pyramid,Bowl,Cone,Cube,Cube
2181,None,None,0,Octahedron,Pipe,Torus,Cube,Pipe,Sphere,Pipe
2182,Cone,TriangularPrism,1,Pentagon,Torus,TriangularPrism,Cone,Pentagon,Sphere,Cone
2183,None,None,0,Cylinder,Pyramid,Ring,Cone,Cube,Pentagon,Cube
2184,None,None,0,Bowl,Octahedron,TriangularPrism,Bowl,Cylinder,Dumbbell,Bowl
2185,Ring,Dumbbell,1,Dumbbell,Pentagon,Sphere,Pyramid,Ring,Sphere,Ring
2186,Cone,Pipe,2,Cube,Octahedron,Pipe,Cone,Pentagon,Pyramid,Cone
2187,Cylinder,TriangularPrism,1,Ring,Sphere,TriangularPrism,Cube,Cylinder,Octahedron,Cylinder
2188,None,None,0,Octahedron,Sphere,TriangularPrism,Cube,Pipe,TriangularPrism,Pipe
2189,Bowl,Cylinder,1,Cylinder,Pipe,Ring,Bowl,Cone,Sphere,Bowl
2190,Ring,Torus,3,Octahedron,Pentagon,Ring,Sphere,Torus,TriangularPrism,Torus
2191,Cube,Bowl,1,Bowl,Pyramid,TriangularPrism,Cube,Pipe,Pyramid,Cube
2192,Cone,TriangularPrism,1,Cylinder,Pentagon,TriangularPrism,Cone,Octahedron,Torus,Cone
2193,Torus,Octahedron,1,Dumbbell,Sphere,Torus,Octahedron,Pentagon,Pipe,Octahedron
2194,Pipe,Torus,1,Octahedron,Pipe,Torus,Octahedron,Torus,TriangularPrism,Torus
2195,Torus,Pyramid,2,Dumbbell,Ring,Torus,Cube,Pentagon,Pyramid,Pyramid
2196,Dumbbell,Bowl,1,Bowl,Cube,Sphere,Cone,Dumbbell,Sphere,Dumbbell
2197,Dumbbell,Cone,1,Cube,Dumbbell,Octahedron,Cone,Pipe,Sphere,Cone
2198,Pyramid,Ring,1,Cone,Pyramid,Ring,Cone,Ring,Sphere,Ring
2199,None,None,0,Cone,Cube,Pyramid,Pyramid,Sphere,Torus,Torus
2200,Pyramid,Bowl,1,Dumbbell,Pentagon,Pyramid,Bowl,Pyramid,Sphere,Bowl
2201,Cylinder,Cylinder,1,Cylinder,Pipe,TriangularPrism,Bowl,Cylinder,Pipe,Cylinder
2202,Cone,TriangularPrism,1,Cone,Octahedron,Torus,Cone,Cylinder,TriangularPrism,TriangularPrism
2203,Pentagon,Cone,4,Cube,Pentagon,Ring,Cone,Ring,Sphere,Cone
2204,Sphere,Pyramid,1,Octahedron,Sphere,TriangularPrism,Cylinder,Pyramid,Sphere,Pyramid
2205,Ring,Bowl,1,Bowl,Dumbbell,TriangularPrism,Pyramid,Ring,Torus,Ring
2206,Ring,Ring,2,Pyramid,Ring,TriangularPrism,Ring,Torus,TriangularPrism,Ring
2207,None,None,0,Cone,Pentagon,Pipe,Cone,Cube,Dumbbell,Dumbbell
2208,None,None,0,Cube,Cylinder,Octahedron,Bowl,Torus,TriangularPrism,Bowl
2209,None,None,0,Cone,Cylinder,Dumbbell,Cube,Pentagon,Torus,Cube
2210,Pyramid,Cone,2,Bowl,Cube,Pyramid,Cone,Pyramid,Sphere,Cone
2211,Pentagon,Ring,2,Cube,Dumbbell,Ring,Octahedron,Pentagon,Pyramid,Pentagon
2212,Pentagon,Cylinder,1,Cube,Pentagon,Sphere,Cube,Cylinder,TriangularPrism,Cylinder
2213,TriangularPrism,TriangularPrism,1,Octahedron,Pyramid,TriangularPrism,Cylinder,Octahedron,TriangularPrism,TriangularPrism
2214,Sphere,Torus,3,Cylinder,Pentagon,Torus,Bowl,Ring,Sphere,Sphere
2215,Pipe,Bowl,1,Cone,Pentagon,Pipe,Bowl,Octahedron,TriangularPrism,Bowl
2216,None,None,0,Cube,Pipe,Ring,Cone,Dumbbell,Pyramid,Dumbbell
2217,None,None,0,Dumbbell,Pentagon,Pipe,Pentagon,Pyramid,Ring,Pyramid
2218,Ring,Ring,2,Bowl,Ring,Sphere,Octahedron,Ring,TriangularPrism,Ring
2219,None,None,0,Pentagon,Ring,Sphere,Cone,Cube,Pyramid,Cone
2220,None,None,0,Cone,Cube,Cylinder,Pentagon,Ring,TriangularPrism,TriangularPrism
2221,Pentagon,Dumbbell,2,Bowl,Dumbbell,Octahedron,Cube,Dumbbell,Pentagon,Pentagon
2222,None,None,0,Cube,Cylinder,Dumbbell,Octahedron,Pyramid,TriangularPrism,Pyramid
2223,None,None,0,Cube,Cylinder,Torus,Octahedron,Ring,TriangularPrism,Ring
2224,None,None,0,Cube,Dumbbell,TriangularPrism,Octahedron,Pentagon,Pipe,Octahedron
2225,Ring,Octahedron,1,Cube,Octahedron,Torus,Pipe,Pyramid,Ring,Ring
2226,Dumbbell,Dumbbell,1,Dumbbell,Pipe,Pyramid,Dumbbell,Ring,TriangularPrism,Dumbbell
2227,None,None,0,Cone,Cylinder,Sphere,Cylinder,Octahedron,TriangularPrism,Cylinder
2228,None,None,0,Cone,Cube,Octahedron,Dumbbell,Octahedron,Torus,Torus
2229,None,None,0,Bowl,Cone,Dumbbell,Bowl,Cube,Sphere,Sphere
2230,Octahedron,Pentagon,2,Cone,Octahedron,Pipe,Dumbbell,Pentagon,TriangularPrism,Pentagon
2231,Cone,Octahedron,1,Octahedron,Pyramid,Ring,Cone,Pentagon,Torus,Cone
2232,None,None,0,Bowl,Pentagon,Ring,Cone,Pentagon,Pyramid,Pyramid
2233,None,None,0,Bowl,Pipe,TriangularPrism,Ring,Sphere,TriangularPrism,Sphere
2234,None,None,0,Cone,Cylinder,Sphere,Bowl,Pipe,Sphere,Sphere
2235,None,None,0,Pipe,Ring,Sphere,Bowl,Dumbbell,TriangularPrism,TriangularPrism
2236,Pentagon,Octahedron,1,Dumbbell,Pentagon,Sphere,Cone,Dumbbell,Octahedron,Octahedron
2237,Cone,Pipe,1,Cone,Cube,Ring,Cylinder,Pipe,TriangularPrism,Pipe
2238,Torus,Cone,1,Bowl,Pyramid,Torus,Cone,Cylinder,Pyramid,Cone
2239,Ring,Cone,1,Cone,Cube,Pyramid,Pipe,Pyramid,Ring,Ring
2240,Sphere,Cylinder,1,Cube,Pipe,Sphere,Cube,Cylinder,TriangularPrism,Cylinder
2241,Octahedron,Cone,1,Bowl,Cone,Pipe,Octahedron,Ring,Sphere,Octahedron
2242,None,None,0,Pentagon,Sphere,Torus,Pentagon,Ring,Sphere,Pentagon
2243,None,None,0,Cone,Cube,Pyramid,Cylinder,Pipe,Pyramid,Pyramid
2244,Pipe,Ring,1,Cube,Pipe,Ring,Cylinder,Pipe,Ring,Ring
2245,Bowl,Cylinder,1,Bowl,Cylinder,Ring,Bowl,Pyramid,Sphere,Bowl
2246,Pipe,Pipe,1,Pipe,Sphere,Torus,Cylinder,Pipe,TriangularPrism,Pipe
2247,None,None,0,Bowl,Cone,Cube,Cone,Dumbbell,Octahedron,Cone
2248,TriangularPrism,Pentagon,1,Octahedron,Pyramid,TriangularPrism,Cone,Cube,Pentagon,Pentagon
2249,Pyramid,Sphere,2,Dumbbell,Ring,Sphere,Dumbbell,Pipe,Pyramid,Pyramid
2250,Ring,Torus,2,Cone,Pyramid,Ring,Bowl,Pyramid,Torus,Torus
2251,None,None,0,Cylinder,Octahedron,TriangularPrism,Bowl,Cone,Sphere,Bowl
2252,None,None,0,Cube,Octahedron,Torus,Cone,Cube,Sphere,Cone
2253,TriangularPrism,Cube,3,Dumbbell,Octahedron,TriangularPrism,Cube,Pipe,Ring,Cube
2254,None,None,0,Bowl,Octahedron,TriangularPrism,Bowl,Pentagon,Ring,Pentagon
2255,Bowl,Octahedron,1,Bowl,Octahedron,Sphere,Bowl,Cylinder,Sphere,Bowl
2256,None,None,0,Octahedron,Pentagon,TriangularPrism,Pipe,Ring,Torus,Torus
2257,None,None,0,Cylinder,Dumbbell,Octahedron,Cone,Sphere,TriangularPrism,Sphere
2258,Ring,Pentagon,1,Cone,Pipe,Ring,Pentagon,Pyramid,Torus,Pentagon
2259,None,None,0,Dumbbell,Octahedron,Ring,Cube,Dumbbell,Pyramid,Cube
2260,None,None,0,Bowl,Pentagon,Pipe,Bowl,Cone,Dumbbell,Bowl
2261,None,None,0,Cylinder,Sphere,TriangularPrism,Cone,Octahedron,TriangularPrism,TriangularPrism
2262,Torus,Sphere,2,Pentagon,Pipe,Sphere,Sphere,Torus,TriangularPrism,Torus
2263,Cube,Dumbbell,1,Cone,Cube,Octahedron,Dumbbell,Pentagon,Torus,Dumbbell
2264,Pentagon,Pyramid,1,Cone,Pentagon,Pipe,Pyramid,Ring,Sphere,Pyramid
2265,None,None,0,Cube,Pentagon,Sphere,Cylinder,Dumbbell,Torus,Cylinder
2266,Pentagon,Pyramid,1,Cone,Pentagon,Sphere,Cylinder,Octahedron,Pyramid,Pyramid
2267,None,None,0,Dumbbell,Octahedron,Pentagon,Ring,Sphere,TriangularPrism,Ring
2268,Octahedron,Ring,1,Octahedron,Ring,TriangularPrism,Pentagon,Pyramid,Ring,Ring
2269,None,None,0,Ring,Torus,TriangularPrism,Dumbbell,Pentagon,Ring,Pentagon
2270,None,None,0,Octahedron,Pipe,Torus,Cube,Cylinder,TriangularPrism,TriangularPrism
2271,Torus,Octahedron,2,Dumbbell,Octahedron,Ring,Bowl,Torus,TriangularPrism,Torus
2272,Pipe,Pipe,1,Octahedron,Pipe,Sphere,Bowl,Pipe,TriangularPrism,Pipe
2273,Sphere,Cube,1,Cone,Cylinder,Sphere,Cube,Pyramid,Sphere,Cube
2274,Cube,Ring,1,Dumbbell,Pipe,Ring,Cube,Pentagon,Pipe,Cube
2275,None,None,0,Cone,Pipe,TriangularPrism,Dumbbell,Pentagon,Sphere,Pentagon
2276,Cone,TriangularPrism,1,Octahedron,Pipe,TriangularPrism,Cone,Ring,Sphere,Cone
2277,Cone,TriangularPrism,1,Bowl,Cone,Cube,Bowl,Pentagon,TriangularPrism,TriangularPrism
2278,Cylinder,Bowl,1,Cylinder,Pyramid,Ring,Bowl,Cone,Dumbbell,Bowl
2279,Cone,Torus,3,Pipe,Ring,Torus,Cone,Dumbbell,TriangularPrism,Cone
2280,Dumbbell,Octahedron,2,Cylinder,Dumbbell,Pentagon,Octahedron,Ring,TriangularPrism,Octahedron
2281,Dumbbell,Bowl,1,Bowl,Pyramid,Sphere,Dumbbell,Octahedron,Pyramid,Dumbbell
2282,Bowl,Pipe,1,Bowl,Dumbbell,Pyramid,Cube,Pentagon,Pipe,Pipe
2283,Pentagon,Pyramid,1,Cylinder,Pentagon,Pipe,Cube,Pentagon,Pyramid,Pyramid
2284,Sphere,TriangularPrism,1,Pentagon,Pipe,TriangularPrism,Dumbbell,Ring,Sphere,Sphere
2285,Sphere,Octahedron,1,Cone,Octahedron,Torus,Dumbbell,Pipe,Sphere,Sphere
2286,None,None,0,Bowl,Cylinder,Ring,Bowl,Cube,Ring,Bowl
2287,Octahedron,Pipe,1,Cone,Cylinder,Pipe,Cylinder,Octahedron,Ring,Octahedron
2288,Dumbbell,Bowl,2,Cylinder,Dumbbell,Torus,Bowl,Cone,Cylinder,Bowl
2289,Cube,Ring,1,Bowl,Ring,Torus,Cube,Pipe,Pyramid,Cube
2290,None,None,0,Cylinder,Ring,TriangularPrism,Cone,Octahedron,Torus,Octahedron
2291,None,None,0,Bowl,Dumbbell,TriangularPrism,Dumbbell,Ring,TriangularPrism,TriangularPrism
2292,None,None,0,Cylinder,Dumbbell,Pentagon,Cone,Pyramid,TriangularPrism,Pyramid
2293,None,None,0,Octahedron,Pipe,Sphere,Bowl,Pentagon,Torus,Torus
2294,None,None,0,Cylinder,Dumbbell,Pyramid,Bowl,Octahedron,Pipe,Pipe
2295,Torus,Octahedron,2,Bowl,Ring,Torus,Bowl,Octahedron,Pentagon,Octahedron
2296,None,None,0,Bowl,Cube,Octahedron,Bowl,Cylinder,Pipe,Pipe
2297,None,None,0,Cylinder,Ring,Sphere,Pentagon,Ring,TriangularPrism,TriangularPrism
2298,Torus,Dumbbell,1,Cylinder,Ring,Torus,Dumbbell,Sphere,Torus,Dumbbell
2299,Dumbbell,Ring,3,Octahedron,Pipe,Ring,Dumbbell,Pipe,Sphere,Dumbbell
2300,None,None,0,Bowl,Octahedron,Pentagon,Cone,Cube,TriangularPrism,TriangularPrism
2301,None,None,0,Dumbbell,Octahedron,Ring,Bowl,Pyramid,TriangularPrism,TriangularPrism
2302,Cone,Cylinder,1,Cone,Dumbbell,Pentagon,Cylinder,Octahedron,Torus,Cylinder
2303,None,None,0,Cone,Ring,TriangularPrism,Octahedron,Sphere,Torus,Octahedron
2304,Cube,Dumbbell,1,Dumbbell,Ring,Torus,Cube,Cylinder,Pentagon,Cube
2305,None,None,0,Cone,Cube,Cylinder,Bowl,Dumbbell,Pipe,Bowl
2306,None,None,0,Cone,Octahedron,Torus,Ring,Torus,TriangularPrism,TriangularPrism
2307,Cone,Cube,1,Cone,Cube,Ring,Cone,Cube,Pyramid,Cube
2308,None,None,0,Bowl,Cone,TriangularPrism,Cone,Pentagon,Torus,Pentagon
2309,None,None,0,Bowl,Cylinder,Octahedron,Dumbbell,Octahedron,Sphere,Dumbbell
2310,TriangularPrism,Pyramid,1,Pyramid,Ring,TriangularPrism,Pipe,Pyramid,Torus,Pyramid
2311,Bowl,Dumbbell,2,Bowl,Dumbbell,Pipe,Bowl,Pentagon,Torus,Bowl
2312,None,None,0,Cone,Cube,Cylinder,Bowl,Cone,Ring,Cone
2313,TriangularPrism,Torus,2,Pipe,Ring,TriangularPrism,Dumbbell,Ring,Torus,Torus
2314,Dumbbell,TriangularPrism,1,Octahedron,Pipe,TriangularPrism,Cone,Cylinder,Dumbbell,Dumbbell
2315,None,None,0,Bowl,Pipe,Pyramid,Bowl,Octahedron,Pyramid,Bowl
2316,Pentagon,Sphere,1,Bowl,Cone,Sphere,Cone,Pentagon,Pyramid,Pentagon
2317,Cylinder,Octahedron,1,Bowl,Cylinder,Sphere,Cone,Cylinder,Octahedron,Octahedron
2318,Pentagon,Dumbbell,1,Cube,Dumbbell,Pentagon,Cylinder,Dumbbell,Sphere,Dumbbell
2319,Torus,Sphere,3,Cylinder,Pipe,Sphere,Cone,Cylinder,Torus,Torus
2320,TriangularPrism,Octahedron,1,Pipe,Sphere,TriangularPrism,Octahedron,Pyramid,Sphere,Octahedron
2321,Bowl,Octahedron,2,Cone,Cylinder,Octahedron,Bowl,Octahedron,TriangularPrism,Bowl
2322,Pentagon,Cylinder,1,Cube,Pentagon,Ring,Cylinder,Dumbbell,Torus,Cylinder
2323,Pipe,Sphere,1,Pipe,Pyramid,Torus,Cube,Sphere,Torus,Sphere
2324,None,None,0,Cone,Cylinder,Sphere,Cone,Cube,Pyramid,Cone
2325,None,None,0,Cone,Octahedron,TriangularPrism,Cylinder,Dumbbell,Octahedron,Octahedron
2326,Torus,Cylinder,1,Bowl,Cube,Cylinder,Ring,Torus,TriangularPrism,Torus
2327,None,None,0,Cone,Dumbbell,TriangularPrism,Cone,Cube,Cylinder,Cylinder
2328,None,None,0,Cylinder,Dumbbell,Ring,Cube,Pentagon,Pipe,Cube
2329,Ring,Cone,3,Cone,Pentagon,Sphere,Dumbbell,Octahedron,Ring,Ring
2330,Ring,Torus,2,Bowl,Ring,Torus,Bowl,Octahedron,Torus,Torus
2331,Cube,Ring,2,Cylinder,Ring,TriangularPrism,Cube,Pyramid,TriangularPrism,Cube
2332,Pipe,Ring,1,Pipe,Torus,TriangularPrism,Pipe,Ring,TriangularPrism,Ring
2333,None,None,0,Pentagon,Pyramid,Ring,Bowl,Cube,Dumbbell,Dumbbell
2334,Pyramid,Pentagon,1,Bowl,Cylinder,Pentagon,Cone,Pentagon,Pyramid,Pyramid
2335,None,None,0,Octahedron,Pipe,Sphere,Pyramid,Ring,Torus,Ring
2336,Pyramid,Octahedron,1,Octahedron,Pentagon,Pipe,Cylinder,Pyramid,Ring,Pyramid
2337,Octahedron,Torus,3,Cylinder,Pipe,Torus,Cone,Octahedron,TriangularPrism,Octahedron
2338,Bowl,Bowl,1,Bowl,Cone,TriangularPrism,Bowl,Octahedron,TriangularPrism,Bowl
2339,Pipe,Cylinder,1,Cylinder,Ring,Torus,Cylinder,Dumbbell,Pipe,Pipe
2340,None,None,0,Pentagon,Sphere,TriangularPrism,Cone,Octahedron,Pipe,Octahedron
2341,Pipe,Bowl,2,Bowl,Cone,Octahedron,Dumbbell,Pentagon,Pipe,Pipe
2342,Sphere,Ring,2,Bowl,Cube,Ring,Cone,Sphere,TriangularPrism,Sphere
2343,None,None,0,Dumbbell,Pentagon,Pyramid,Cube,Pentagon,Sphere,Pentagon
2344,Pyramid,Octahedron,1,Pipe,Pyramid,Ring,Dumbbell,Octahedron,Ring,Octahedron
2345,None,None,0,Cylinder,Pentagon,Ring,Pipe,Torus,TriangularPrism,Pipe
2346,None,None,0,Cone,Dumbbell,Torus,Cylinder,Pentagon,Sphere,Cylinder
2347,None,None,0,Cone,Pentagon,TriangularPrism,Cylinder,Pyramid,TriangularPrism,Cylinder
2348,None,None,0,Cone,Pyramid,TriangularPrism,Cone,Pipe,Sphere,Pipe
2349,None,None,0,Cone,Octahedron,TriangularPrism,Bowl,Pipe,Torus,Pipe
2350,Torus,Cube,1,Pentagon,Sphere,Torus,Cone,Cube,Dumbbell,Cube
2351,Cube,TriangularPrism,1,Pentagon,Ring,TriangularPrism,Cube,Pyramid,Sphere,Cube
2352,Cylinder,Cone,1,Cone,Cylinder,Sphere,Cone,Pentagon,Ring,Cone
2353,Torus,Cylinder,1,Bowl,Dumbbell,Torus,Cube,Cylinder,Ring,Cylinder
2354,None,None,0,Cylinder,Octahedron,Pentagon,Bowl,Dumbbell,Pipe,Bowl
2355,None,None,0,Cube,Dumbbell,Pipe,Cube,Octahedron,Sphere,Octahedron
2356,None,None,0,Ring,Torus,TriangularPrism,Cube,Octahedron,Pentagon,Octahedron
2357,None,None,0,Bowl,Pipe,Ring,Bowl,Pipe,TriangularPrism,TriangularPrism
2358,Ring,Pentagon,1,Cylinder,Octahedron,Ring,Cylinder,Octahedron,Pentagon,Pentagon
2359,Ring,Cube,2,Cone,Cube,Cylinder,Bowl,Cube,Ring,Ring
2360,Pentagon,Bowl,1,Bowl,Cube,TriangularPrism,Bowl,Pentagon,Ring,Pentagon
2361,None,None,0,Dumbbell,Pipe,Torus,Cube,Ring,Sphere,Ring
2362,None,None,0,Cone,Octahedron,TriangularPrism,Bowl,Cone,Torus,Torus
2363,Bowl,Pyramid,1,Bowl,Cone,Pipe,Dumbbell,Pipe,Pyramid,Pyramid
2364,None,None,0,Bowl,Octahedron,Ring,Pentagon,Pipe,Ring,Pentagon
2365,None,None,0,Pentagon,Pipe,Ring,Bowl,Cone,Torus,Cone
2366,Octahedron,Cylinder,1,Cylinder,Sphere,Torus,Bowl,Octahedron,Pipe,Octahedron
2367,Pipe,Dumbbell,1,Dumbbell,Pipe,Pyramid,Cylinder,Dumbbell,Torus,Dumbbell
2368,Dumbbell,Dumbbell,1,Cone,Cube,Dumbbell,Bowl,Cylinder,Dumbbell,Dumbbell
2369,Sphere,Pyramid,1,Bowl,Pyramid,Torus,Octahedron,Ring,Sphere,Sphere
2370,None,None,0,Bowl,Cone,Dumbbell,Bowl,Octahedron,TriangularPrism,Octahedron
2371,None,None,0,Pentagon,Sphere,Torus,Octahedron,Pipe,TriangularPrism,TriangularPrism
2372,Bowl,Cube,1,Bowl,Octahedron,Pentagon,Cube,Cylinder,Pipe,Cube
2373,None,None,0,Cone,Dumbbell,Ring,Cube,Cylinder,Dumbbell,Cylinder
2374,Cone,Torus,1,Bowl,Cone,Dumbbell,Bowl,Sphere,Torus,Torus
2375,None,None,0,Cube,Dumbbell,Torus,Bowl,Cone,Cylinder,Cylinder
2376,None,None,0,Pipe,Pyramid,Ring,Pipe,Pyramid,Sphere,Pipe
2377,None,None,0,Bowl,Dumbbell,Torus,Cube,Octahedron,Pentagon,Cube
2378,Pentagon,Torus,3,Cylinder,Octahedron,Pentagon,Pentagon,Pyramid,Torus,Torus
2379,Cylinder,Torus,1,Bowl,Ring,Torus,Cylinder,Dumbbell,Ring,Cylinder
2380,Pyramid,Pipe,2,Dumbbell,Pentagon,Pyramid,Pipe,Pyramid,Torus,Pipe
2381,None,None,0,Cylinder,Pyramid,TriangularPrism,Bowl,Pyramid,Torus,Bowl
2382,Cube,Torus,2,Cube,Pipe,Torus,Cube,Pentagon,Torus,Torus
2383,None,None,0,Cylinder,Sphere,TriangularPrism,Pentagon,Pyramid,Torus,Torus
2384,None,None,0,Cone,Dumbbell,Octahedron,Pipe,Torus,TriangularPrism,Pipe
2385,Ring,Pyramid,1,Pentagon,Pyramid,TriangularPrism,Cone,Dumbbell,Ring,Ring
2386,Cube,Torus,1,Bowl,Octahedron,Torus,Cube,Cylinder,Pentagon,Cube
2387,None,None,0,Bowl,Octahedron,TriangularPrism,Cube,Dumbbell,Pyramid,Pyramid
2388,Ring,TriangularPrism,1,Bowl,Octahedron,Ring,Bowl,Sphere,TriangularPrism,TriangularPrism
2389,None,None,0,Pentagon,Torus,TriangularPrism,Cone,Octahedron,Sphere,Cone
2390,TriangularPrism,Bowl,1,Cylinder,Pentagon,TriangularPrism,Bowl,Dumbbell,Octahedron,Bowl
2391,None,None,0,Octahedron,Ring,TriangularPrism,Cube,Ring,Sphere,Cube
2392,None,None,0,Cone,Pentagon,Sphere,Octahedron,Pyramid,Torus,Torus
2393,Dumbbell,Cube,2,Cylinder,Dumbbell,Sphere,Cone,Cube,Torus,Cube
2394,Octahedron,Cone,1,Dumbbell,Octahedron,TriangularPrism,Bowl,Cone,Ring,Cone
